score,pm_id,pm_title,pm_close,pm_category,pm_volume,kalshi_id,kalshi_title,kalshi_subtitle,kalshi_close,kalshi_category,kalshi_volume,both_have_prices,pm_url,verified,verified_by
100.0,1390415,Will France be in the top 10 at Eurovision 2026?,2026-05-17T02:47:38Z,Awards,153983.37312500007,KXEUROVISIONRANK-26TOP10-FRA,Will France be Top 10?,France,2026-05-16T23:18:40Z,Entertainment,8732.13,0,https://polymarket.com/market/will-france-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390417,Will Germany be in the top 10 at Eurovision 2026?,2026-05-17T02:57:54Z,Awards,49526.09311299999,KXEUROVISIONRANK-26TOP10-GER,Will Germany be Top 10?,Germany,2026-05-16T23:18:49Z,Entertainment,6842.08,0,https://polymarket.com/market/will-germany-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390421,Will Latvia be in the top 10 at Eurovision 2026?,2026-05-14T23:19:47Z,Awards,6910.128253999999,KXEUROVISIONRANK-26TOP10-LAT,Will Latvia be Top 10?,Latvia,2026-05-16T23:18:53Z,Entertainment,1467.64,0,https://polymarket.com/market/will-latvia-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390422,Will Lithuania be in the top 10 at Eurovision 2026?,2026-05-17T02:58:27Z,Awards,74735.95129400001,KXEUROVISIONRANK-26TOP10-LIT,Will Lithuania be Top 10?,Lithuania,2026-05-16T23:18:58Z,Entertainment,10152.1,0,https://polymarket.com/market/will-lithuania-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390423,Will Luxembourg be in the top 10 at Eurovision 2026?,2026-05-14T23:18:55Z,Awards,32790.985265,KXEUROVISIONRANK-26TOP10-LUX,Will Luxembourg be Top 10?,Luxembourg,2026-05-16T23:19:02Z,Entertainment,1575.0,0,https://polymarket.com/market/will-luxembourg-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390424,Will Malta be in the top 10 at Eurovision 2026?,2026-05-17T02:58:22Z,Awards,109589.73895999983,KXEUROVISIONRANK-26TOP10-MAL,Will Malta be Top 10?,Malta,2026-05-16T23:19:06Z,Entertainment,14350.04,0,https://polymarket.com/market/will-malta-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390427,Will Norway be in the top 10 at Eurovision 2026?,2026-05-17T02:58:43Z,Awards,67843.187494,KXEUROVISIONRANK-26TOP10-NOR,Will Norway be Top 10?,Norway,2026-05-16T23:19:13Z,Entertainment,11225.95,0,https://polymarket.com/market/will-norway-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390428,Will Poland be in the top 10 at Eurovision 2026?,2026-05-17T02:57:57Z,Awards,77889.70810599998,KXEUROVISIONRANK-26TOP10-POL,Will Poland be Top 10?,Poland,2026-05-16T23:19:17Z,Entertainment,9835.48,0,https://polymarket.com/market/will-poland-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390432,Will Serbia be in the top 10 at Eurovision 2026?,2026-05-17T02:58:03Z,Awards,149240.42863099996,KXEUROVISIONRANK-26TOP10-SER,Will Serbia be Top 10?,Serbia,2026-05-16T23:19:27Z,Entertainment,14759.9,0,https://polymarket.com/market/will-serbia-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390433,Will Sweden be in the top 10 at Eurovision 2026?,2026-05-17T02:58:32Z,Awards,94757.43135200004,KXEUROVISIONRANK-26TOP10-SWE,Will Sweden be Top 10?,Sweden,2026-05-16T23:19:30Z,Entertainment,12467.63,0,https://polymarket.com/market/will-sweden-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390434,Will Switzerland be in the top 10 at Eurovision 2026?,2026-05-14T23:19:51Z,Awards,30914.389977999996,KXEUROVISIONRANK-26TOP10-SWI,Will Switzerland be Top 10?,Switzerland,2026-05-16T23:19:33Z,Entertainment,1410.37,0,https://polymarket.com/market/will-switzerland-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390436,Will United Kingdom be in the top 10 at Eurovision 2026?,2026-05-17T02:58:36Z,Awards,43624.367688000006,KXEUROVISIONRANK-26TOP10-UNI,Will United Kingdom be Top 10?,United Kingdom,2026-05-16T23:19:47Z,Entertainment,6122.53,0,https://polymarket.com/market/will-united-kingdom-be-in-the-top-10-at-eurovision-2026,1,claude-2026-07-10
100.0,1390368,Will Bulgaria be in the top 5 at Eurovision 2026?,2026-05-17T02:53:51Z,Awards,124288.51667199988,KXEUROVISIONRANK-26TOP5-BUL,Will Bulgaria be Top 5?,Bulgaria,2026-05-16T23:20:28Z,Entertainment,21498.53,0,https://polymarket.com/market/will-bulgaria-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390379,Will Israel be in the top 5 at Eurovision 2026?,2026-05-17T01:16:06Z,Awards,178917.66249699987,KXEUROVISIONRANK-26TOP5-ISR,Will Israel be Top 5?,Israel,2026-05-16T23:20:38Z,Entertainment,81500.15,0,https://polymarket.com/market/will-israel-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390395,Will Romania be in the top 5 at Eurovision 2026?,2026-05-17T02:53:28Z,Awards,102868.83510399994,KXEUROVISIONRANK-26TOP5-ROM,Will Romania be Top 5?,Romania,2026-05-16T23:21:25Z,Entertainment,10062.81,0,https://polymarket.com/market/will-romania-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390364,Will Australia be in the top 5 at Eurovision 2026?,2026-05-17T02:53:37Z,Awards,90504.30388500003,KXEUROVISIONRANK-26TOP5-AUS,Will Australia be Top 5?,Australia,2026-05-16T23:22:08Z,Entertainment,31218.11,0,https://polymarket.com/market/will-australia-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390380,Will Italy be in the top 5 at Eurovision 2026?,2026-05-17T02:53:40Z,Awards,74215.40319099999,KXEUROVISIONRANK-26TOP5-ITA,Will Italy be Top 5?,Italy,2026-05-16T23:22:23Z,Entertainment,27428.38,0,https://polymarket.com/market/will-italy-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390390,Will Moldova be in the top 5 at Eurovision 2026?,2026-05-17T02:54:27Z,Awards,45181.178168000006,KXEUROVISIONRANK-26TOP5-MOL,Will Moldova be Top 5?,Moldova,2026-05-16T23:23:14Z,Entertainment,26738.13,0,https://polymarket.com/market/will-moldova-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390386,Will Malta be in the top 5 at Eurovision 2026?,2026-05-17T02:56:19Z,Awards,18264.10627399999,KXEUROVISIONRANK-26TOP5-MAL,Will Malta be Top 5?,Malta,2026-05-16T23:23:14Z,Entertainment,1181.14,0,https://polymarket.com/market/will-malta-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390385,Will Luxembourg be in the top 5 at Eurovision 2026?,2026-05-14T23:19:47Z,Awards,2776.057307,KXEUROVISIONRANK-26TOP5-LUX,Will Luxembourg be Top 5?,Luxembourg,2026-05-16T23:23:14Z,Entertainment,211.76,0,https://polymarket.com/market/will-luxembourg-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390382,Will Lithuania be in the top 5 at Eurovision 2026?,2026-05-17T02:56:30Z,Awards,6133.328193000001,KXEUROVISIONRANK-26TOP5-LIT,Will Lithuania be Top 5?,Lithuania,2026-05-16T23:23:14Z,Entertainment,1768.75,0,https://polymarket.com/market/will-lithuania-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390375,Will France be in the top 5 at Eurovision 2026?,2026-05-17T02:56:26Z,Awards,49281.427706,KXEUROVISIONRANK-26TOP5-FRA,Will France be Top 5?,France,2026-05-16T23:23:14Z,Entertainment,18142.23,0,https://polymarket.com/market/will-france-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390374,Will Finland be in the top 5 at Eurovision 2026?,2026-05-17T02:54:27Z,Awards,229324.502327,KXEUROVISIONRANK-26TOP5-FIN,Will Finland be Top 5?,Finland,2026-05-16T23:23:14Z,Entertainment,23513.36,0,https://polymarket.com/market/will-finland-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390372,Will Denmark be in the top 5 at Eurovision 2026?,2026-05-17T02:55:23Z,Awards,129568.54477399995,KXEUROVISIONRANK-26TOP5-DEN,Will Denmark be Top 5?,Denmark,2026-05-16T23:23:14Z,Entertainment,30426.81,0,https://polymarket.com/market/will-denmark-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390370,Will Cyprus be in the top 5 at Eurovision 2026?,2026-05-17T02:58:20Z,Awards,48586.35109400002,KXEUROVISIONRANK-26TOP5-CYP,Will Cyprus be Top 5?,Cyprus,2026-05-16T23:23:14Z,Entertainment,10336.74,0,https://polymarket.com/market/will-cyprus-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390367,Will Belgium be in the top 5 at Eurovision 2026?,2026-05-17T02:55:23Z,Awards,14633.984381999995,KXEUROVISIONRANK-26TOP5-BEL,Will Belgium be Top 5?,Belgium,2026-05-16T23:23:14Z,Entertainment,704.0,0,https://polymarket.com/market/will-belgium-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390366,Will Azerbaijan be in the top 5 at Eurovision 2026?,2026-05-14T23:19:54Z,Awards,29749.536061999992,KXEUROVISIONRANK-26TOP5-AZE,Will Azerbaijan be Top 5?,Azerbaijan,2026-05-16T23:23:14Z,Entertainment,3.0,0,https://polymarket.com/market/will-azerbaijan-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390365,Will Austria be in the top 5 at Eurovision 2026?,2026-05-17T02:55:18Z,Awards,4528.605089000001,KXEUROVISIONRANK-26TOP5-AUST,Will Austria be Top 5?,Austria,2026-05-16T23:23:14Z,Entertainment,13.0,0,https://polymarket.com/market/will-austria-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390402,Will Armenia be in the top 5 at Eurovision 2026?,2026-05-14T23:19:52Z,Awards,4950.193997999999,KXEUROVISIONRANK-26TOP5-ARM,Will Armenia be Top 5?,Armenia,2026-05-16T23:23:14Z,Entertainment,13.0,0,https://polymarket.com/market/will-armenia-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390363,Will Albania be in the top 5 at Eurovision 2026?,2026-05-17T02:55:22Z,Awards,33160.65253400003,KXEUROVISIONRANK-26TOP5-ALB,Will Albania be Top 5?,Albania,2026-05-16T23:23:14Z,Entertainment,8310.33,0,https://polymarket.com/market/will-albania-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390377,Will Germany be in the top 5 at Eurovision 2026?,2026-05-17T02:56:33Z,Awards,27345.057477999995,KXEUROVISIONRANK-26TOP5-GER,Will Germany be Top 5?,Germany,2026-05-16T23:23:15Z,Entertainment,495.07,0,https://polymarket.com/market/will-germany-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390369,Will Croatia be in the top 5 at Eurovision 2026?,2026-05-17T02:56:19Z,Awards,23476.415171999994,KXEUROVISIONRANK-26TOP5-CRO,Will Croatia be Top 5?,Croatia,2026-05-16T23:23:15Z,Entertainment,8968.98,0,https://polymarket.com/market/will-croatia-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390381,Will Latvia be in the top 5 at Eurovision 2026?,2026-05-14T23:19:49Z,Awards,2376.161565,KXEUROVISIONRANK-26TOP5-LAT,Will Latvia be Top 5?,Latvia,2026-05-16T23:23:16Z,Entertainment,2259.0,0,https://polymarket.com/market/will-latvia-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390378,Will Greece be in the top 5 at Eurovision 2026?,2026-05-17T02:55:20Z,Awards,136244.7831240001,KXEUROVISIONRANK-26TOP5-GRE,Will Greece be Top 5?,Greece,2026-05-16T23:23:16Z,Entertainment,20777.72,0,https://polymarket.com/market/will-greece-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390371,Will Czechia be in the top 5 at Eurovision 2026?,2026-05-17T02:57:38Z,Awards,5989.3809500000025,KXEUROVISIONRANK-26TOP5-CZE,Will Czechia be Top 5?,Czechia,2026-05-16T23:23:16Z,Entertainment,7370.29,0,https://polymarket.com/market/will-czechia-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390392,Will Norway be in the top 5 at Eurovision 2026?,2026-05-17T02:55:22Z,Awards,10633.783938999995,KXEUROVISIONRANK-26TOP5-NOR,Will Norway be Top 5?,Norway,2026-05-16T23:24:13Z,Entertainment,2534.53,0,https://polymarket.com/market/will-norway-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390393,Will Poland be in the top 5 at Eurovision 2026?,2026-05-17T02:55:20Z,Awards,17556.979702999997,KXEUROVISIONRANK-26TOP5-POL,Will Poland be Top 5?,Poland,2026-05-16T23:24:16Z,Entertainment,740.39,0,https://polymarket.com/market/will-poland-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390397,Will Serbia be in the top 5 at Eurovision 2026?,2026-05-17T02:55:16Z,Awards,30479.912861000004,KXEUROVISIONRANK-26TOP5-SER,Will Serbia be Top 5?,Serbia,2026-05-16T23:24:25Z,Entertainment,11593.48,0,https://polymarket.com/market/will-serbia-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390398,Will Sweden be in the top 5 at Eurovision 2026?,2026-05-17T02:55:16Z,Awards,33731.090172999975,KXEUROVISIONRANK-26TOP5-SWE,Will Sweden be Top 5?,Sweden,2026-05-16T23:24:27Z,Entertainment,6566.07,0,https://polymarket.com/market/will-sweden-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390399,Will Switzerland be in the top 5 at Eurovision 2026?,2026-05-14T23:18:56Z,Awards,5114.45334,KXEUROVISIONRANK-26TOP5-SWI,Will Switzerland be Top 5?,Switzerland,2026-05-16T23:24:30Z,Entertainment,205.0,0,https://polymarket.com/market/will-switzerland-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390400,Will Ukraine be in the top 5 at Eurovision 2026?,2026-05-17T02:55:18Z,Awards,52360.67225400002,KXEUROVISIONRANK-26TOP5-UKR,Will Ukraine be Top 5?,Ukraine,2026-05-16T23:24:34Z,Entertainment,10863.6,0,https://polymarket.com/market/will-ukraine-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390401,Will United Kingdom be in the top 5 at Eurovision 2026?,2026-05-17T02:56:21Z,Awards,8970.143733,KXEUROVISIONRANK-26TOP5-UNI,Will United Kingdom be Top 5?,United Kingdom,2026-05-16T23:24:37Z,Entertainment,3430.34,0,https://polymarket.com/market/will-united-kingdom-be-in-the-top-5-at-eurovision-2026,1,claude-2026-07-10
100.0,1390333,Will Bulgaria be in the top 3 at Eurovision 2026?,2026-05-17T02:44:38Z,Awards,59572.07217399997,KXEUROVISIONRANK-26TOP3-BUL,Will Bulgaria be Top 3?,Bulgaria,2026-05-16T23:25:04Z,Entertainment,10069.45,0,https://polymarket.com/market/will-bulgaria-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390344,Will Israel be in the top 3 at Eurovision 2026?,2026-05-17T02:44:39Z,Awards,56606.41586600006,KXEUROVISIONRANK-26TOP3-ISR,Will Israel be Top 3?,Israel,2026-05-16T23:25:16Z,Entertainment,18989.34,0,https://polymarket.com/market/will-israel-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390355,Will Romania be in the top 3 at Eurovision 2026?,2026-05-17T02:49:33Z,Awards,27470.775879999987,KXEUROVISIONRANK-26TOP3-ROM,Will Romania be Top 3?,Romania,2026-05-16T23:25:33Z,Entertainment,4198.63,0,https://polymarket.com/market/will-romania-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390349,Will Malta be in the top 3 at Eurovision 2026?,2026-05-17T02:51:38Z,Awards,10157.690098,KXEUROVISIONRANK-26TOP3-MAL,Will Malta be Top 3?,Malta,2026-05-16T23:26:22Z,Entertainment,13.0,0,https://polymarket.com/market/will-malta-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390348,Will Luxembourg be in the top 3 at Eurovision 2026?,2026-05-14T23:18:58Z,Awards,2468.2596029999995,KXEUROVISIONRANK-26TOP3-LUX,Will Luxembourg be Top 3?,Luxembourg,2026-05-16T23:26:22Z,Entertainment,3.0,0,https://polymarket.com/market/will-luxembourg-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390347,Will Lithuania be in the top 3 at Eurovision 2026?,2026-05-17T02:52:48Z,Awards,21495.495769,KXEUROVISIONRANK-26TOP3-LIT,Will Lithuania be Top 3?,Lithuania,2026-05-16T23:26:22Z,Entertainment,13.0,0,https://polymarket.com/market/will-lithuania-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390346,Will Latvia be in the top 3 at Eurovision 2026?,2026-05-14T23:19:51Z,Awards,1483.975783,KXEUROVISIONRANK-26TOP3-LAT,Will Latvia be Top 3?,Latvia,2026-05-16T23:26:22Z,Entertainment,13.0,0,https://polymarket.com/market/will-latvia-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390343,Will Greece be in the top 3 at Eurovision 2026?,2026-05-17T02:51:34Z,Awards,77597.27913499996,KXEUROVISIONRANK-26TOP3-GRE,Will Greece be Top 3?,Greece,2026-05-16T23:26:22Z,Entertainment,33693.95,0,https://polymarket.com/market/will-greece-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390340,Will France be in the top 3 at Eurovision 2026?,2026-05-17T02:50:31Z,Awards,16459.454165,KXEUROVISIONRANK-26TOP3-FRA,Will France be Top 3?,France,2026-05-16T23:26:22Z,Entertainment,16382.39,0,https://polymarket.com/market/will-france-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390339,Will Finland be in the top 3 at Eurovision 2026?,2026-05-17T02:49:39Z,Awards,124372.40265399998,KXEUROVISIONRANK-26TOP3-FIN,Will Finland be Top 3?,Finland,2026-05-16T23:26:22Z,Entertainment,8507.38,0,https://polymarket.com/market/will-finland-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390337,Will Denmark be in the top 3 at Eurovision 2026?,2026-05-17T02:50:33Z,Awards,36819.489723000006,KXEUROVISIONRANK-26TOP3-DEN,Will Denmark be Top 3?,Denmark,2026-05-16T23:26:22Z,Entertainment,2632.72,0,https://polymarket.com/market/will-denmark-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390336,Will Czechia be in the top 3 at Eurovision 2026?,2026-05-17T02:52:32Z,Awards,1489.499737,KXEUROVISIONRANK-26TOP3-CZE,Will Czechia be Top 3?,Czechia,2026-05-16T23:26:22Z,Entertainment,20.0,0,https://polymarket.com/market/will-czechia-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390335,Will Cyprus be in the top 3 at Eurovision 2026?,2026-05-17T02:51:41Z,Awards,2531.439353,KXEUROVISIONRANK-26TOP3-CYP,Will Cyprus be Top 3?,Cyprus,2026-05-16T23:26:22Z,Entertainment,176.74,0,https://polymarket.com/market/will-cyprus-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390334,Will Croatia be in the top 3 at Eurovision 2026?,2026-05-17T02:52:32Z,Awards,5677.264340999999,KXEUROVISIONRANK-26TOP3-CRO,Will Croatia be Top 3?,Croatia,2026-05-16T23:26:22Z,Entertainment,2346.03,0,https://polymarket.com/market/will-croatia-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390332,Will Belgium be in the top 3 at Eurovision 2026?,2026-05-17T02:52:30Z,Awards,3307.947426,KXEUROVISIONRANK-26TOP3-BEL,Will Belgium be Top 3?,Belgium,2026-05-16T23:26:22Z,Entertainment,30.0,0,https://polymarket.com/market/will-belgium-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390331,Will Azerbaijan be in the top 3 at Eurovision 2026?,2026-05-14T23:18:53Z,Awards,2688.693854,KXEUROVISIONRANK-26TOP3-AZE,Will Azerbaijan be Top 3?,Azerbaijan,2026-05-16T23:26:22Z,Entertainment,13.0,0,https://polymarket.com/market/will-azerbaijan-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390330,Will Austria be in the top 3 at Eurovision 2026?,2026-05-17T02:52:39Z,Awards,3172.6936309999996,KXEUROVISIONRANK-26TOP3-AUST,Will Austria be Top 3?,Austria,2026-05-16T23:26:22Z,Entertainment,153.37,0,https://polymarket.com/market/will-austria-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390329,Will Australia be in the top 3 at Eurovision 2026?,2026-05-17T02:50:31Z,Awards,22095.94199299999,KXEUROVISIONRANK-26TOP3-AUS,Will Australia be Top 3?,Australia,2026-05-16T23:26:22Z,Entertainment,12753.02,0,https://polymarket.com/market/will-australia-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390362,Will Armenia be in the top 3 at Eurovision 2026?,2026-05-14T23:18:58Z,Awards,1443.822508,KXEUROVISIONRANK-26TOP3-ARM,Will Armenia be Top 3?,Armenia,2026-05-16T23:26:22Z,Entertainment,190.52,0,https://polymarket.com/market/will-armenia-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390328,Will Albania be in the top 3 at Eurovision 2026?,2026-05-17T02:51:39Z,Awards,3230.816020999999,KXEUROVISIONRANK-26TOP3-ALB,Will Albania be Top 3?,Albania,2026-05-16T23:26:22Z,Entertainment,1272.47,0,https://polymarket.com/market/will-albania-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390345,Will Italy be in the top 3 at Eurovision 2026?,2026-05-17T02:52:30Z,Awards,21498.413792999996,KXEUROVISIONRANK-26TOP3-ITA,Will Italy be Top 3?,Italy,2026-05-16T23:26:24Z,Entertainment,9907.08,0,https://polymarket.com/market/will-italy-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390342,Will Germany be in the top 3 at Eurovision 2026?,2026-05-17T02:52:30Z,Awards,16531.328724000006,KXEUROVISIONRANK-26TOP3-GER,Will Germany be Top 3?,Germany,2026-05-16T23:26:24Z,Entertainment,13.0,0,https://polymarket.com/market/will-germany-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390350,Will Moldova be in the top 3 at Eurovision 2026?,2026-05-17T02:50:42Z,Awards,4118.334177,KXEUROVISIONRANK-26TOP3-MOL,Will Moldova be Top 3?,Moldova,2026-05-16T23:26:42Z,Entertainment,14590.91,0,https://polymarket.com/market/will-moldova-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390352,Will Norway be in the top 3 at Eurovision 2026?,2026-05-17T02:51:32Z,Awards,11672.758425,KXEUROVISIONRANK-26TOP3-NOR,Will Norway be Top 3?,Norway,2026-05-16T23:26:45Z,Entertainment,3.0,0,https://polymarket.com/market/will-norway-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390353,Will Poland be in the top 3 at Eurovision 2026?,2026-05-17T02:52:34Z,Awards,14257.234952999996,KXEUROVISIONRANK-26TOP3-POL,Will Poland be Top 3?,Poland,2026-05-16T23:26:48Z,Entertainment,266.0,0,https://polymarket.com/market/will-poland-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390357,Will Serbia be in the top 3 at Eurovision 2026?,2026-05-17T02:52:35Z,Awards,2266.918521,KXEUROVISIONRANK-26TOP3-SER,Will Serbia be Top 3?,Serbia,2026-05-16T23:27:01Z,Entertainment,5063.95,0,https://polymarket.com/market/will-serbia-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390358,Will Sweden be in the top 3 at Eurovision 2026?,2026-05-17T02:50:35Z,Awards,3440.2301840000014,KXEUROVISIONRANK-26TOP3-SWE,Will Sweden be Top 3?,Sweden,2026-05-16T23:27:09Z,Entertainment,2533.74,0,https://polymarket.com/market/will-sweden-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390360,Will Ukraine be in the top 3 at Eurovision 2026?,2026-05-17T02:51:36Z,Awards,11509.080372999993,KXEUROVISIONRANK-26TOP3-UKR,Will Ukraine be Top 3?,Ukraine,2026-05-16T23:27:16Z,Entertainment,1919.48,0,https://polymarket.com/market/will-ukraine-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,1390361,Will United Kingdom be in the top 3 at Eurovision 2026?,2026-05-17T02:51:39Z,Awards,1543.6335129999998,KXEUROVISIONRANK-26TOP3-UNI,Will United Kingdom be Top 3?,United Kingdom,2026-05-16T23:27:25Z,Entertainment,140.98,0,https://polymarket.com/market/will-united-kingdom-be-in-the-top-3-at-eurovision-2026,1,claude-2026-07-10
100.0,2260999,Indian Premier League: Punjab Kings vs Royal Challengers Bengaluru - Most Sixes Royal Challengers Bengaluru Winner,2026-05-17T16:04:19Z,Sports,2000.0,KXIPLGAME-26MAY17RCBPBKS-RCB,Punjab Kings vs Royal Challengers Bengaluru Winner?,Royal Challengers Bengaluru,2026-05-17T14:05:28Z,Sports,6265581.57,0,https://polymarket.com/market/cricipl-pun-roy-2026-05-17-most-sixes-roy,0,claude-2026-07-10
100.0,2158540,Will Legacy win IEM Atlanta 2026?,2026-05-17T00:37:38Z,Sports,24536.406396999995,KXCS2-IEMATL26-LGC,Will Legacy win IEM Atlanta?,Legacy,2026-05-17T17:07:09Z,Sports,4838.75,0,https://polymarket.com/market/will-legacy-win-iem-atlanta-2026,1,claude-2026-07-10
100.0,2158538,Will BetBoom Team win IEM Atlanta 2026?,2026-05-17T02:25:59Z,Sports,47991.776877,KXCS2-IEMATL26-BB,Will BetBoom Team win IEM Atlanta?,BetBoom Team,2026-05-17T17:07:18Z,Sports,10721.5,0,https://polymarket.com/market/will-betboom-team-win-iem-atlanta-2026,1,claude-2026-07-10
100.0,2231826,Will Sam Burns finish in the Top 5 at the 2026 PGA Championship?,2026-05-18T01:26:53Z,Sports,1331.21471,KXPGATOP5-PGC26-SBUR,PGA Championship: Will Sam Burns finish top 5?,Sam Burns,2026-05-18T00:20:22Z,Sports,55025.43,0,https://polymarket.com/market/2026-pga-championship-top5-sam-burns,1,claude-2026-07-10
100.0,2231813,Will Ludvig Aberg finish in the Top 5 at the 2026 PGA Championship?,2026-05-18T04:20:33Z,Sports,11908.866515,KXPGATOP5-PGC26-LABE,PGA Championship: Will Ludvig Aberg finish top 5?,Ludvig Aberg,2026-05-18T00:20:22Z,Sports,181085.06,0,https://polymarket.com/market/2026-pga-championship-top5-ludvig-aberg,1,claude-2026-07-10
100.0,2231836,Will Jason Day finish in the Top 5 at the 2026 PGA Championship?,2026-05-17T21:57:28Z,Sports,1187.4720170000003,KXPGATOP5-PGC26-JDAY,PGA Championship: Will Jason Day finish top 5?,Jason Day,2026-05-18T00:20:23Z,Sports,10314.13,0,https://polymarket.com/market/2026-pga-championship-top5-jason-day,1,claude-2026-07-10
100.0,2231843,Will Harris English finish in the Top 5 at the 2026 PGA Championship?,2026-05-18T01:50:48Z,Sports,1339.9869999999999,KXPGATOP5-PGC26-HENG,PGA Championship: Will Harris English finish top 5?,Harris English,2026-05-18T00:20:23Z,Sports,11459.56,0,https://polymarket.com/market/2026-pga-championship-top5-harris-english,1,claude-2026-07-10
